sim,dom,l3,id_a,ko_a,def_ko_a,id_b,ko_b,def_ko_b
0.202,General,G_Others,G_Others_049,가중되는 노동 부담,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 특정 사회 집단의 구성원이 시스템이나 제품을 다른 사람들만큼 잘 작동시키기 위해 더 많은 시간과 노력을 들여야 하는 리스크.,G_Others_066,학대적 판타지 대상화,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 챗봇이 도덕적·사회적으로 부적절한 대화 활동에 관여하여 이용자 또는 제3자에게 정서적 피해를 주는 리스크.
0.202,General,G_Others,G_Others_066,학대적 판타지 대상화,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 챗봇이 도덕적·사회적으로 부적절한 대화 활동에 관여하여 이용자 또는 제3자에게 정서적 피해를 주는 리스크.,G_Others_070,언어·인구 집단 간 성능 격차,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 학습 데이터와 라벨 데이터가 일부 자원이 풍부한 집단에 편중되어, 질의응답이나 사실 확인 등 과업의 성능이 언어·인종·사회적 지위 집단에 따라 크게 달라지는 리스크. 그 결과 소외집단 이용자는 체계적으로 낮은 품질의 서비스를 받고 더 높은 오류율을 감수하게 되는 리스크."
0.202,General,G_SOC_POWER,G_SOC_POWER_012,시장 독점,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 가격 통제를 통해 시장 지배력이 남용되어 경쟁이 제한되고 불공정한 진입 장벽이 조성되는 리스크.,G_SOC_POWER_015,기업 권력 비대칭에 의한 규제 포획,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 최첨단 LLM을 개발하는 거대 기술 기업과 시민 사회 등 다른 사회 집단 사이의 권력 비대칭이 커져 LLM 관련 거버넌스가 기업에 과도하게 유리하게 형성되고, 규제 포획으로 소외 공동체를 포함한 다른 사회 집단의 이익이 훼손되는 리스크."
0.202,Agentic,A_SYS_DECEPT,A_SYS_DECEPT_001,AI 시스템의 기만적 행동과 전략적 은폐,AI 에이전트가 자신의 실제 목표·능력·의도를 은폐하거나 감독·평가 상황에서만 순응하고 감독이 약화되면 다르게 행동하는 전략적 기만을 통해 인간이나 다른 시스템에 거짓 믿음을 형성하여 무단 행동과 피해를 초래하는 리스크.,A_SYS_DECEPT_007,분포 이동에서의 기만적 정렬,AI 에이전트가 훈련 중에는 정렬된 것처럼 행동하지만 배포 후 감독이 약해지면 실제 목표를 은폐한 채 추구하는 리스크.
0.202,Physical,P_SYS_CONTROL,P_SYS_CONTROL_044,위험한 로봇 작업 계획에 따른 물리 제어 실패,로봇 또는 피지컬 AI 시스템이 식별 가능한 물리적 위험을 포함하거나 안전 제약을 위반하는 작업 계획을 생성·승인하고 이를 모션 계획과 구동으로 실행하여 의도하지 않은 위험 동작을 일으키는 리스크.,P_SYS_CONTROL_046,안전하지 않은 궤적 생성,로봇·휴머노이드 또는 피지컬 AI 시스템의 플래너가 형식적으로는 실행 가능하지만 주변 사람·취약 물체·교통 참여자 또는 제약된 작업 공간에 안전하지 않은 궤적을 생성하는 위험.
0.2,General,G_SYS_EVAL,G_SYS_EVAL_003,결과 전파 과소평가,벤치마크나 사고 분석이 국소적인 AI 에이전트 실패가 하류의 물리적·재정적·개인정보·사회적 피해로 전파되는 정도를 과소평가하여 시스템의 실제 위험을 잘못 판단하는 리스크.,G_SYS_EVAL_005,문화 간 평가 격차,"평가 벤치마크가 지배적인 문화·언어 환경 밖에서 나타나는 AI 시스템의 정렬 실패를 충분히 측정하지 못하여, 문화권별 성능과 위해의 차이를 과소평가하는 리스크."
0.2,General,G_SYS_EVAL,G_SYS_EVAL_017,벤치마크 조작(gaming),개발자나 모델이 벤치마크 평가에 과적합하여 실제 역량이나 안전성의 향상 없이 측정 점수만 개선하는 리스크.,G_SYS_EVAL_048,벤치마크 안전 순위 불일치,서로 다른 에이전트 안전 벤치마크가 위험과 평가 절차를 다르게 조작화하여 상충하는 모델 안전 순위를 산출하는 리스크.
0.2,General,G_SYS_EVAL,G_SYS_EVAL_018,합성 위험 시나리오의 편향된 평가 범위,AI 시스템의 안전성을 평가하는 합성 시나리오가 시각적으로 두드러진 위험을 과대표하고 희귀하거나 문화·상황 의존적인 위험을 누락하여 실제 안전 성능을 타당하게 검증하지 못하고 잘못된 배포 판단을 유발하는 리스크.,G_SYS_EVAL_051,휴머노이드 안전 시험·인증 체계 부재,"휴머노이드의 안전성 주장을 반복 가능하고 비교 가능한 시험·지표로 검증하고 인증할 체계가 부재하여, 시스템의 능력·안전·위해를 타당하게 평가하지 못하고 충분한 안전 증거 없이 배포가 이루어지는 리스크."
0.2,General,G_SYS_EVAL,G_SYS_EVAL_022,공동체 가치 수렴·반영 실패,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 개발자가 배포 영향 공동체의 가치를 수집·문서화·보존하지 못하여 설계·평가 결정에 공동체 가치가 반영되지 않는 리스크.,G_SYS_EVAL_027,평가 쇼핑,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 조직이 더 엄격하거나 맥락에 적합한 평가 결과는 배제한 채, 자신에게 유리한 평가 결과만 선택적으로 보고함으로써 실제 위험 수준에 대한 왜곡된 인식을 초래하는 리스크."
0.2,General,G_INT_COPY,G_INT_COPY_003,소프트웨어 불법 사용 및 보호조치 우회,AI 시스템이 소프트웨어의 불법 사용 또는 기술적 보호조치 우회와 관련된 콘텐츠·판단·행동을 수행·조장·지원하여 지식재산권과 권리자의 정당한 이익을 침해하는 리스크.,G_INT_COPY_009,저작물의 무단 복제 및 브랜드 사칭,AI 시스템이 저작권으로 보호되는 저작물이나 상표·브랜드 표지를 권리자의 허락 없이 복제·변형하거나 진품 또는 공식 콘텐츠로 오인되도록 생성·유통하여 저작권이나 상표권을 침해하는 리스크.
0.2,General,G_INT_ILLEGAL,G_INT_ILLEGAL_003,금융 범죄 및 사기,AI 시스템이 금융 범죄 및 사기 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL_014,AI 에이전트의 범죄 조력,"AI 에이전트가 계획 수립, 도구 사용 또는 정보 검색을 통해 사기·사이버범죄·법 집행 회피 등 불법 행위를 실질적으로 수행·조력·최적화하거나 은폐하는 리스크."
0.2,General,G_INT_PRIV,G_INT_PRIV_009,개인정보 악용 및 거래,AI 시스템이 개인정보 악용 및 거래 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,G_INT_PRIV_021,AI 기반 대량 감시,"AI 시스템이 대규모 개인의 위치, 행동 또는 통신 정보를 지속적으로 수집·결합·추론하여 사생활과 익명성을 침해하는 리스크."
0.2,General,G_INT_UNETH,G_INT_UNETH_004,은밀한 행동 조작,"AI 시스템이 넛지, 다크 패턴 또는 그 밖의 불투명한 기법을 이용하여 이용자의 신념과 행동을 은밀하게 조작하고, 프라이버시 침해·중독·불안·고통을 초래하는 리스크.",G_INT_UNETH_018,동의 없는 넛지,"AI 시스템이 충분한 고지, 이의제기 절차 또는 동의 없이 개인화된 넛지를 제공하여 이용자의 숙고된 선택을 우회하고 행동을 변경시키는 리스크."
0.2,General,G_INT_SELF,G_INT_SELF_004,자해 및 자살의 미화·정당화,AI 시스템이 자해 및 자살 미화·정당화 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,G_INT_SELF_010,자살 실행에 대한 구체적 지원,"AI 시스템이 자살 실행에 필요한 방법, 수단 또는 순서를 구체적으로 제공하여 자기 위해의 실행 가능성을 높이는 리스크."
0.2,General,G_INT_VIOL,G_INT_VIOL_003,폭력 선동·조장 및 실행 지원,AI 시스템이 타인에 대한 폭력을 선동·조장·정당화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인 또는 집단에 신체적·정신적 위해를 초래하는 리스크.,G_INT_VIOL_005,신체적 위해를 유발하는 출력,모델이 명백히 폭력적이거나 은밀하게 위험하거나 그 밖에 간접적으로 안전하지 않은 언어를 생성하여 신체적 위해로 이어지는 리스크.
0.2,General,G_Others,G_Others_006,주석 불일치 억제,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 주석자 간 불일치가 단일 레이블로 축소되어 복수의 가치와 사회적으로 유의미한 이견이 은폐되는 리스크.,G_Others_042,불법적 대중 감시·검열,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 LM이 대중 감시의 비용을 낮추고 효과를 높여 감시 수행 행위자의 역량을 증폭시키고, 불법적 검열 등 피해와 프라이버시권·민주적 가치 침해를 초래하는 리스크."
0.2,General,G_Others,G_Others_013,규제·관리·운영 복합 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 규제, 관리, 운영상의 실패가 상호작용하며 누적되어 피해를 초래하는 리스크.",G_Others_063,AI 인터페이스와 인적 요소의 불일치,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인터페이스 단서가 시스템이 실제로 갖추지 못한 신뢰성·권위·공감을 전달하고 시스템 설계가 인간의 주의, 업무 부하, 맥락, 오류 패턴과 맞지 않아, 잘못된 신뢰와 안전하지 않은 사용을 유발하는 리스크."
0.2,General,G_Others,G_Others_034,비정렬 AGI 실존적 재난,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간의 가치·의도와 정렬되지 않은 AGI가 인간의 통제를 벗어나 인류 전체에 회복 불가능한 대규모 피해나 문명의 붕괴, 인류의 존속 위협 등 실존적 재난을 초래하는 리스크.",G_Others_104,학습 데이터의 대표성 부족,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 학습 데이터가 운용 데이터 분포와 불일치하거나 희소 사례 표본이 부족하여 학습에 충분히 반영되지 않은 입력에서 시스템 성능이 저하되는 리스크.
0.2,General,G_Others,G_Others_042,불법적 대중 감시·검열,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 LM이 대중 감시의 비용을 낮추고 효과를 높여 감시 수행 행위자의 역량을 증폭시키고, 불법적 검열 등 피해와 프라이버시권·민주적 가치 침해를 초래하는 리스크.",G_Others_049,가중되는 노동 부담,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 특정 사회 집단의 구성원이 시스템이나 제품을 다른 사람들만큼 잘 작동시키기 위해 더 많은 시간과 노력을 들여야 하는 리스크.
0.2,General,G_Others,G_Others_044,운영설계영역(ODD) 명세 미흡,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 애플리케이션의 운영 환경을 기술하는 운영 설계 영역(ODD)이 부적절하게 명세되어 학습된 기능의 시험과 분포 외 입력 탐지 등 필수 기능이 제한되는 리스크.,G_Others_049,가중되는 노동 부담,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 특정 사회 집단의 구성원이 시스템이나 제품을 다른 사람들만큼 잘 작동시키기 위해 더 많은 시간과 노력을 들여야 하는 리스크.
0.2,General,G_Others,G_Others_044,운영설계영역(ODD) 명세 미흡,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 애플리케이션의 운영 환경을 기술하는 운영 설계 영역(ODD)이 부적절하게 명세되어 학습된 기능의 시험과 분포 외 입력 탐지 등 필수 기능이 제한되는 리스크.,G_Others_107,배포 후 잔존 결함으로 인한 오작동,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 배포된 시스템에 미탐지 버그와 설계 실수, 잘못 정렬된 목표, 미숙하게 개발된 기능이 남아 있어, 인간 언어의 동음이의와 중의성으로 명령을 오해하는 것처럼 매우 바람직하지 않은 결과를 낳는 리스크."
0.2,General,G_Others,G_Others_049,가중되는 노동 부담,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 특정 사회 집단의 구성원이 시스템이나 제품을 다른 사람들만큼 잘 작동시키기 위해 더 많은 시간과 노력을 들여야 하는 리스크.,G_Others_052,외부 도구 연동을 통한 유해 콘텐츠 유입,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 외부 도구·플러그인과의 통합과 상호 연결이 확대됨에 따라 악의적 외부 입력에 노출되어 유해 콘텐츠가 시스템에 유입되는 리스크.
0.2,General,G_Others,G_Others_051,위장 계정 자동 운영에 의한 정보 환경 조작,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 허구의 온라인 정체성 계정이 자동으로 생성·운영되어 후원 주체가 은폐되고 독립적 지지가 가장되며 정보 환경이 조작되는 리스크.,G_Others_066,학대적 판타지 대상화,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 챗봇이 도덕적·사회적으로 부적절한 대화 활동에 관여하여 이용자 또는 제3자에게 정서적 피해를 주는 리스크.
