sim,scope,dom,l3_a,id_a,ko_a,en_a,def_ko_a,l3_b,id_b,ko_b,en_b,def_ko_b
0.476,cross-L3,General,G_INT_SELF,G_INT_SELF_005,비자살적 자해(NSSI),Non-suicidal self-injury (NSSI),"AI 시스템이 비자살적 자해(Non-Suicidal Self-Injury, NSSI) 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적인 실행 정보를 제공하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.",G_INT_VIOL,G_INT_VIOL_009,고문 및 잔혹행위,Torture and cruel acts,AI 시스템이 고문 또는 그 밖의 잔혹행위를 조장·정당화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인 또는 집단의 생명과 신체적·정신적 안전에 위해를 초래하는 리스크.
0.474,within-L3,General,G_INT_VIOL,G_INT_VIOL_003,폭력 선동·조장 및 실행 지원,"Incitement, promotion, and operational assistance for violence",AI 시스템이 타인에 대한 폭력을 선동·조장·정당화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인 또는 집단에 신체적·정신적 위해를 초래하는 리스크.,G_INT_VIOL,G_INT_VIOL_010,폭력과 극단주의 실행의 조장,Encouragement of violence and extremist action,AI 시스템이 개인이나 집단에 대한 신체적·정신적 위해를 정당화하거나 그 실행에 필요한 구체적 정보와 지원을 제공하는 리스크.
0.474,cross-L3,General,G_INT_SELF,G_INT_SELF_003,섭식장애 및 자기파괴적 건강행위,Eating disorders and self-destructive health behaviours,AI 시스템이 섭식장애 또는 자기파괴적 건강행위를 조장·정상화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인의 생명과 신체적·정신적 안녕에 위해를 초래하는 리스크.,G_INT_VIOL,G_INT_VIOL_007,관계 기반 폭력,Relationship-based violence,AI 시스템이 관계 기반 폭력 관련 콘텐츠·판단·행동을 생성·조장·정당화하거나 구체적으로 지원하여 개인·집단의 생명과 신체·정신적 안전에 위해를 초래하는 리스크.
0.472,within-L3,General,G_INT_WEAP,G_INT_WEAP_003,생물무기·화학무기,Biological and chemical weapons,"AI 시스템이 생물무기 또는 화학무기의 개발·제조·획득·이전·비축·확산·운용을 지원하여 대규모 인명 피해, 공중보건 위해 또는 환경 피해의 발생 가능성과 규모를 높이는 리스크.",G_INT_WEAP,G_INT_WEAP_007,사이버 무기,Cyber weapons,AI 시스템이 사이버 무기의 개발·획득·확산·배포·운용을 지원하여 대규모 사이버 위해 또는 그에 따른 물리적 위해의 발생 가능성과 심각도를 높이는 리스크.
0.47,within-L3,General,G_INT_WEAP,G_INT_WEAP_007,사이버 무기,Cyber weapons,AI 시스템이 사이버 무기의 개발·획득·확산·배포·운용을 지원하여 대규모 사이버 위해 또는 그에 따른 물리적 위해의 발생 가능성과 심각도를 높이는 리스크.,G_INT_WEAP,G_INT_WEAP_019,대량살상무기,Weapons of mass destruction,"AI 시스템이 화학·생물·방사능·핵무기 등 대량살상무기의 개발·제조·획득·확산·운용을 지원하여 대규모 인명 피해, 공중보건 위해 또는 환경·기반시설 피해의 발생 가능성과 규모를 높이는 리스크."
0.467,within-L3,General,G_SYS_POLICY,G_SYS_POLICY_004,모델 파라미터·가중치 유출,Model-parameter and weight leakage,AI 시스템이 모델 파라미터·가중치·학습 결과물을 노출하거나 충분히 보호하지 못해 무단 추출·복제·오용을 가능하게 하는 리스크.,G_SYS_POLICY,G_SYS_POLICY_008,모델 학습 데이터 추출·유출,Training-data extraction and leakage,AI 시스템이 학습 데이터 또는 데이터 출처를 노출하거나 충분히 보호하지 못해 기밀·개인·저작권 보호 정보의 무단 추출·복원을 가능하게 하는 리스크.
0.461,within-L3,General,G_INT_SELF,G_INT_SELF_004,자해 및 자살의 미화·정당화,Glorification or justification of self-harm and suicide,AI 시스템이 자해 및 자살 미화·정당화 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,G_INT_SELF,G_INT_SELF_009,자해 조장 및 지원,Self-harm facilitation,"AI 시스템이 자해 또는 자살을 조장·정상화하거나 도구, 수단, 방법, 실행 절차 또는 행동 지향적 지원을 제공하여 이용자의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크."
0.459,within-L3,General,G_INT_WEAP,G_INT_WEAP_007,사이버 무기,Cyber weapons,AI 시스템이 사이버 무기의 개발·획득·확산·배포·운용을 지원하여 대규모 사이버 위해 또는 그에 따른 물리적 위해의 발생 가능성과 심각도를 높이는 리스크.,G_INT_WEAP,G_INT_WEAP_012,폭발물·폭발성 무기,Explosives and explosive weapons,"AI 시스템이 폭발물, 급조폭발물 또는 폭발성 무기의 개발·제조·획득·확산·운용을 지원하여 사망·상해 또는 재산·기반시설 피해의 발생 가능성과 규모를 높이는 리스크."
0.456,cross-L3,General,G_INT_SELF,G_INT_SELF_003,섭식장애 및 자기파괴적 건강행위,Eating disorders and self-destructive health behaviours,AI 시스템이 섭식장애 또는 자기파괴적 건강행위를 조장·정상화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인의 생명과 신체적·정신적 안녕에 위해를 초래하는 리스크.,G_INT_VIOL,G_INT_VIOL_003,폭력 선동·조장 및 실행 지원,"Incitement, promotion, and operational assistance for violence",AI 시스템이 타인에 대한 폭력을 선동·조장·정당화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인 또는 집단에 신체적·정신적 위해를 초래하는 리스크.
0.454,within-L3,General,G_INT_WEAP,G_INT_WEAP_003,생물무기·화학무기,Biological and chemical weapons,"AI 시스템이 생물무기 또는 화학무기의 개발·제조·획득·이전·비축·확산·운용을 지원하여 대규모 인명 피해, 공중보건 위해 또는 환경 피해의 발생 가능성과 규모를 높이는 리스크.",G_INT_WEAP,G_INT_WEAP_012,폭발물·폭발성 무기,Explosives and explosive weapons,"AI 시스템이 폭발물, 급조폭발물 또는 폭발성 무기의 개발·제조·획득·확산·운용을 지원하여 사망·상해 또는 재산·기반시설 피해의 발생 가능성과 규모를 높이는 리스크."
0.453,cross-L3,General,G_INT_WEAP,G_INT_WEAP_001,불법 무기 거래,Illegal weapons trade,AI 시스템이 불법 무기 거래를 계획·최적화·중개·은폐하여 무기의 불법 획득·유통·확산을 지원하고 법적·사회적 피해를 초래하는 리스크.,G_INT_ILLEGAL,G_INT_ILLEGAL_008,불법 약물 제조 및 유통,Manufacture and distribution of illicit drugs,AI 시스템이 불법 약물 제조 및 유통 관련 콘텐츠·판단·행동을 수행·계획·최적화·은폐하거나 실행을 지원하여 법적·사회적 피해를 초래하는 리스크.
0.448,within-L3,General,G_INT_WEAP,G_INT_WEAP_007,사이버 무기,Cyber weapons,AI 시스템이 사이버 무기의 개발·획득·확산·배포·운용을 지원하여 대규모 사이버 위해 또는 그에 따른 물리적 위해의 발생 가능성과 심각도를 높이는 리스크.,G_INT_WEAP,G_INT_WEAP_017,무기화 전략 및 전술적 운용,Weaponisation strategies and tactical use,"AI 시스템이 무기화 전략의 수립, 표적 선정, 작전 계획 또는 무기·사이버 공격 역량의 전술적 운용을 지원하여 물리적·사이버 위해의 발생 가능성과 규모를 높이는 리스크."
0.439,within-L3,General,G_INT_WEAP,G_INT_WEAP_007,사이버 무기,Cyber weapons,AI 시스템이 사이버 무기의 개발·획득·확산·배포·운용을 지원하여 대규모 사이버 위해 또는 그에 따른 물리적 위해의 발생 가능성과 심각도를 높이는 리스크.,G_INT_WEAP,G_INT_WEAP_016,방사능·핵무기,Radiological and nuclear weapons,"AI 시스템이 방사성 물질을 이용한 무기 또는 핵무기의 개발·제조·획득·확산·운용을 지원하여 대규모 인명 피해, 방사선 피폭, 환경 오염 또는 기반시설 피해의 발생 가능성과 규모를 높이는 리스크."
0.438,within-L3,General,G_INT_SELF,G_INT_SELF_001,자해 은폐 및 회피 전략,Concealment and avoidance strategies for self-harm,AI 시스템이 자해 은폐 및 회피 전략 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,G_INT_SELF,G_INT_SELF_009,자해 조장 및 지원,Self-harm facilitation,"AI 시스템이 자해 또는 자살을 조장·정상화하거나 도구, 수단, 방법, 실행 절차 또는 행동 지향적 지원을 제공하여 이용자의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크."
0.435,within-L3,General,G_SYS_POLICY,G_SYS_POLICY_002,모델 구조·추론 메커니즘 노출,Model-architecture and inference-mechanism exposure,AI 시스템이 모델 구조·추론 과정·에이전트 설계·내부 동작 원리를 노출하거나 충분히 보호하지 못해 무단 추론·복제·악용을 가능하게 하는 리스크.,G_SYS_POLICY,G_SYS_POLICY_006,시스템 프롬프트·운영 지침 노출,System-prompt and operational-guideline exposure,AI 시스템이 시스템 프롬프트·개발자 지침·운영 정책 등 기밀 내부 규칙을 노출하거나 충분히 보호하지 못해 무단 추출·추론·악용을 가능하게 하는 리스크.
0.434,within-L3,General,G_INT_SELF,G_INT_SELF_005,비자살적 자해(NSSI),Non-suicidal self-injury (NSSI),"AI 시스템이 비자살적 자해(Non-Suicidal Self-Injury, NSSI) 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적인 실행 정보를 제공하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.",G_INT_SELF,G_INT_SELF_009,자해 조장 및 지원,Self-harm facilitation,"AI 시스템이 자해 또는 자살을 조장·정상화하거나 도구, 수단, 방법, 실행 절차 또는 행동 지향적 지원을 제공하여 이용자의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크."
0.416,within-L3,General,G_INT_SELF,G_INT_SELF_003,섭식장애 및 자기파괴적 건강행위,Eating disorders and self-destructive health behaviours,AI 시스템이 섭식장애 또는 자기파괴적 건강행위를 조장·정상화하는 콘텐츠를 생성·제공하거나 그 실행을 구체적으로 지원하여 개인의 생명과 신체적·정신적 안녕에 위해를 초래하는 리스크.,G_INT_SELF,G_INT_SELF_009,자해 조장 및 지원,Self-harm facilitation,"AI 시스템이 자해 또는 자살을 조장·정상화하거나 도구, 수단, 방법, 실행 절차 또는 행동 지향적 지원을 제공하여 이용자의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크."
0.412,within-L3,General,G_SYS_POLICY,G_SYS_POLICY_002,모델 구조·추론 메커니즘 노출,Model-architecture and inference-mechanism exposure,AI 시스템이 모델 구조·추론 과정·에이전트 설계·내부 동작 원리를 노출하거나 충분히 보호하지 못해 무단 추론·복제·악용을 가능하게 하는 리스크.,G_SYS_POLICY,G_SYS_POLICY_004,모델 파라미터·가중치 유출,Model-parameter and weight leakage,AI 시스템이 모델 파라미터·가중치·학습 결과물을 노출하거나 충분히 보호하지 못해 무단 추출·복제·오용을 가능하게 하는 리스크.
0.41,within-L3,General,G_INT_SELF,G_INT_SELF_004,자해 및 자살의 미화·정당화,Glorification or justification of self-harm and suicide,AI 시스템이 자해 및 자살 미화·정당화 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,G_INT_SELF,G_INT_SELF_007,자살 준비 행위의 조장 및 구체적 지원,Promotion of and concrete assistance for preparatory conduct for suicide,"AI 시스템이 자살 수단 확보, 장소 선택 또는 주변의 개입 회피 등 자살 준비 행위를 조장·정상화하거나 이에 필요한 구체적인 정보를 생성·제공하여 개인의 생명과 신체적·정신적 안녕을 위협하는 리스크."
0.407,within-L3,General,G_INT_SELF,G_INT_SELF_006,자해·자살 조장 온라인 커뮤니티,Online communities encouraging self-harm and suicide,AI 시스템이 자해·자살 커뮤니티 및 사회적 조장 관련 콘텐츠·판단·행동을 생성·조장·정상화하거나 구체적으로 지원하여 개인의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크.,G_INT_SELF,G_INT_SELF_009,자해 조장 및 지원,Self-harm facilitation,"AI 시스템이 자해 또는 자살을 조장·정상화하거나 도구, 수단, 방법, 실행 절차 또는 행동 지향적 지원을 제공하여 이용자의 생명과 신체·정신적 안녕에 위해를 초래하는 리스크."
