"L4_ID","facet","act-type","L4_Title_ko","L4_Title_en","L4_Description_ko","L4_Description_en","Human audit_description","Human audit_L3 mapping","L4_Description_edited_ko","L4_Description_edited_en","Human audit_duplicate","Instruction Prompt","coverage_change"
"RAI4-1233","","","사회경제적 불평등 증폭과 AI 이익의 집중","Amplified socioeconomic inequality and concentration of AI gains","편향된 시스템과 집단 간 성능 격차, 불평등한 접근이 고용·교육·금융·공공 서비스에서 겹쳐 작용하고, 증강보다 자동화를 지향하는 도입 이 노동의 가치를 낮추는 한편 막대한 자본과 데이터·연산 자원이 소수 기업과 부유한 국가 에 집중되는 리스크. 그 결과 주변화된 집단과 개발도상국은 더욱 뒤처지고, 저임금·무보수 노동이 착취되며, 독점이 형성되어 사회적 결 속과 형평이 훼손된다.","The risk that biased systems, disparate performance, and unequal access compound across employment, education, financial, and public services, while automation-oriented adoption devalues labour and the capital, data, and compute required to build models concentrate resources in a few firms and wealthier countries. Marginalized groups and developing economies fall further behind, precarious and unpaid work is exploited, monopolies form, and social cohesion and equity erode.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-1404","","","데이터 노동 저평가·비가시화","Undervalued and invisible data labor","ML 학습 데이터를 생산하는 클릭워커의 노동 이 노동자 권리를 경시하는 산업 관행 속에 수 행되고 그 기여가 비가시화되어 노동자의 복 지와 권리가 침해되고 AI 역량에 대한 오해가 조장되는 리스크.","The risk that the clickwork producing ML training data is performed in an annotation industry with little concern for workers' rights, and that the invisibility of this contribution harms worker welfare and rights while fostering misunderstanding of AI capabilities.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-1661","","","자본편중·시장집중·접근격차에 의한 불평등 심화","Worsening inequality from capital shift, market concentration, and access gaps","LLM 기반 경제에서 자본의 몫이 커지고 노동 의 몫이 줄며, 막대한 훈련 고정비용과 네트워 크 효과가 소수 공급자의 시장 지배력과 지대 추출을 낳고, 재정·교육·기업 정책·지정학적 이유로 접근이 배제된 개인이 불리해져 사회 경제적 불평등이 심화되는 리스크.","The risk that the role and compensation of capital rise while those of labor decline in an LLM-powered economy, that large fixed training costs and network effects concentrate the market and let providers extract monopoly rents, and that individuals without access for financial, educational, corporate-policy, or geopolitical reasons fall further behind, worsening socioeconomic inequality.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-0086","","","규제 차익거래","Regulatory arbitrage","AI 개발자나 배포자가 더 강한 감독 의무를 회피하기 위해 관할권·부문·조직 형태를 전략적으로 선택하거나 재구성하는 리스크.","The risk that AI developers or deployers structure activities across jurisdictions, sectors, or organizational forms to avoid stronger oversight obligations.","","","AI 개발자나 배포자가 더 강한 감독 의무를 회피하기 위해 관할권·부문·조직 형태를 전략적으로 선택하거나 재구성하는 리스크.","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-0383","","","AI를 매개로 한 디지털 식민주의","AI-mediated digital colonialism","AI 시스템이 데이터, 인프라, 지식, 의사결정 에 대한 비대칭적 통제를 강대 행위자로부터 약소 공동체로 확장하여 식민주의적 추출·종 속 구조를 재생산하는 리스크","AI systems extend asymmetric control over data, infrastructure, knowledge, and decision-making from powerful actors to less powerful communities, reproducing colonial patterns of extraction and dependency.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-0415","","","문화 해석 권위의 이전","Redistribution of cultural authority","AI 시스템이 문화 해석에 대한 권위를 공동체 와 전문가로부터 모델 제공자나 플랫폼 중개 자로 이전시키는 리스크.","The risk that AI systems shift authority over cultural interpretation from communities and experts to model providers or platform intermediaries.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-0460","","","AI 권력·시장 지배력의 집중","Concentration of AI power and market control","AI에 요구되는 데이터, 연산, 자본, 전문성이 소수의 기업과 국가에 경제적·인식적·정치적 권력을 집중시켜 시장 지배력과 진입장벽을 고착화하는 리스크. 이러한 집중은 경쟁과 혁 신을 저해하고 접근 비용을 높이며, 공유된 단 일 모델의 결함에 중요 부문을 노출시키고, 권 위주의적 통제의 고착과 불평등 심화로까지 이어질 수 있다.","The risk that the data, compute, capital, and expertise demands of AI concentrate economic, epistemic, and political power in a small set of firms and states, entrenching market dominance and barriers to entry. Such concentration stifles competition and innovation, raises the cost of access, exposes critical sectors to systemic failure from shared models, and can consolidate authority to the point of entrenching authoritarian control and deepening inequality.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-0491","","","알고리즘 획일화","Algorithmic monoculture","특정 AI 모델의 지배가 접근 방식의 다양성을 축소하여 해당 모델이 실패할 경우 시스템적 위험이 증폭되는 리스크.","The risk that dominance of specific AI models reduces diversity of approaches, amplifying systemic risks if those models fail.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-0499","","","AI 공급자 종속","AI provider lock-in dependency","특정 AI 제공자에 대한 과도한 의존이 대안 부 재나 상호운용성 결여로 인한 취약성을 초래 하는 리스크.","The risk that excessive reliance on specific AI providers leads to vulnerabilities due to lack of alternatives or interoperability.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-0510","","","AI 역량 비대칭에 따른 권력 불균형과 지정학 적 긴장","Power asymmetries and geopolitical tension from AI capability","AI 역량의 비대칭이 의사결정·감시의 대상이 되는 개인과 기관 사이에서든 AI 우위를 다투 는 국가 사이에서든 권력 불균형을 심화시켜, 지정학적 긴장을 고조시키고 역량이 부족한 국가를 핵심 기능에서 외국 AI에 의존하게 만 들며 국제 협력 체계를 불안정하게 하는 리스 크.","The risk that asymmetric AI capability intensifies power imbalances, whether between institutions and the individuals subject to their decisions and surveillance or between states racing for AI superiority, heightening geopolitical tension, rendering less capable states dependent on foreign AI for critical functions, and destabilizing international cooperation.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
"RAI4-0544","","","승자독식 역학","Winner-take-all dynamics","AI 개발의 승자독식 동학이 결정적인 경제·안 보 우위를 소수 주체에 집중시켜 경쟁과 균형 적 거버넌스를 봉쇄하는 리스크","Winner-take-all dynamics in AI development concentrate decisive economic and security advantages in a few entities, foreclosing competition and balanced governance.","","","","","","기존 리스크 작성 톤으로 L4 description 수정",""
